2023-01-02 23:27:46,143 - /home/yrh/桌面/FastApi/test1/1.py[line:62] - ERROR: 重复提交:895581
2023-01-02 23:35:16,688 - /home/yrh/桌面/FastApi/test1/1.py[line:44] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.07', '玩家价格前五': ['10.36', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:59:30,544 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:59:30,956 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 14:59:31,337 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 14:59:33,613 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:59:34,025 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 14:59:34,433 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 14:59:45,368 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:59:46,572 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 14:59:47,006 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 14:59:52,998 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:59:53,198 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 14:59:53,397 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:04,723 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:05,133 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:05,542 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:09,456 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:09,742 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:10,075 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:15,477 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:15,806 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:16,207 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:20,203 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:20,493 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:20,903 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:28,277 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:28,709 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:29,326 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:39,689 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:40,065 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:40,307 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:00:57,564 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:00:57,896 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:00:58,409 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:01:12,542 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:01:12,948 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:01:13,465 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:01:24,496 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:01:24,932 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:01:25,367 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:01:38,551 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:01:38,935 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:01:39,367 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:01:51,914 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:01:52,798 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:01:53,274 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:02:22,390 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:02:22,971 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:02:23,510 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.6', '16.75', '16.77', '16.77', '16.77']}}
2023-01-03 15:02:30,445 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:02:31,170 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:02:31,875 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:02:42,440 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:02:43,560 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:02:44,139 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:02:58,627 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:02:59,115 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:02:59,552 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:03:02,086 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:03:02,495 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:03:02,802 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:03:10,995 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:03:11,326 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:03:11,736 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:03:17,782 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:03:18,168 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:03:18,601 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:03:45,344 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:03:45,977 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53.38', '53.48', '53.59']}}
2023-01-03 15:03:46,748 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:06:29,379 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:06:29,967 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:06:30,578 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.77', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:07:03,859 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:07:04,707 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:07:05,216 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.7', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:08:18,718 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:08:19,355 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:08:19,946 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.7', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:08:56,215 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:08:56,607 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:08:57,042 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.7', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:09:27,740 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:09:28,150 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:09:28,616 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.7', '16.77', '16.77', '16.77', '16.77']}}
2023-01-03 15:09:47,534 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 15:09:48,637 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53', '53.38', '53.48', '53.59', '53.89']}}
2023-01-03 15:09:50,070 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.7', '16.77', '16.77', '16.77', '16.77']}}
